Session,Kind,EventRow,CurrentStart,CurrentEnd,NativeStart,NativeEnd,CurrentAmplitude,NativeWindowAmplitude,CurrentStatus,NativeWindowStatus
FB2316-baseline,sink,153,545,592,548,550,0.099165176281951,0.0992296852802027,valid,valid
FB2316-baseline,sink,154,941,983,975,979,0.11205989125718,0.0691378531504396,valid,valid
FB2316-baseline,sink,155,465,477,471,475,0.0636049692781768,0.0611227981295216,valid,valid
FB2316-baseline,sink,156,517,527,519,527,0.0368089889660824,0.0329011210402442,valid,valid
FB2316-baseline,sink,157,477,490,481,488,0.0289893811076921,0.0246768711898752,valid,valid
FB2316-baseline,sink,158,477,513,486,494,0.0400485293701286,0.0233012638294337,valid,valid
FB2316-baseline,sink,159,1194,1198,1196,1198,0.0331481511232046,0.0312132201850736,valid,valid
FB2316-baseline,sink,160,486,536,496,500,0.0951756903904583,0.0603574489982841,valid,valid
FB2316-baseline,sink,161,486,536,526,528,0.108107419110985,0.0264392935930716,valid,valid
FB2316-baseline,sink,162,492,504,497,500,0.0794756973805593,0.0807848761498241,valid,valid
FB2316-baseline,sink,163,653,717,695,704,0.0991510617238112,0.0171044806229914,valid,valid
FB2316-baseline,sink,164,1054,1080,1073,1077,0.0739813057506554,0.0328408643141921,valid,valid
FB2316-baseline,sink,165,1123,1128,1123,1127,0.0283833381469921,0.0283833381469921,valid,valid
FB2316-baseline,sink,166,492,541,513,516,0.0460348861813169,0.042832253865652,valid,valid
FB2316-baseline,sink,167,774,823,780,784,0.055920893784446,0.0494065053149328,valid,valid
FB2316-baseline,sink,168,515,521,516,519,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,169,510,543,525,528,NaN,0.0554500171549566,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,170,523,539,527,529,0.0676318614598141,0.056734395610041,valid,valid
FB2316-baseline,sink,171,528,539,530,532,0.0964180788348746,0.0961624753497125,valid,valid
FB2316-baseline,sink,172,545,561,556,558,0.0337132053382161,0.0234637842445378,valid,valid
FB2316-baseline,sink,173,555,577,556,558,0.0983894163910931,0.0985368248071992,valid,valid
FB2316-baseline,sink,174,579,600,582,597,0.0882758419687279,0.0866662592458616,valid,valid
FB2316-baseline,sink,175,589,630,597,601,0.114654316155932,0.0920917827338612,valid,valid
FB2316-baseline,sink,176,652,677,653,674,0.0482062109507225,0.0462700281658496,valid,valid
FB2316-baseline,sink,177,685,745,698,704,NaN,0.0187387402677527,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,178,685,745,729,738,NaN,0.0275673654711704,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,179,1137,1143,1137,1141,0.0284348085327888,0.0238573429016609,valid,valid
FB2316-baseline,sink,180,646,678,652,664,0.0802247795744689,0.0683458265912378,valid,valid
FB2316-baseline,sink,181,730,790,775,781,0.0656298248886181,0.0260416033381938,valid,valid
FB2316-baseline,sink,182,1188,1199,1189,1196,0.0254892095185096,0.0240586092428131,valid,valid
FB2316-baseline,sink,183,742,828,792,795,0.0635956479691762,0.0191430814713982,valid,valid
FB2316-baseline,sink,184,755,810,789,793,0.0616962100711874,0.0243869104151891,valid,valid
FB2316-baseline,sink,185,849,892,873,875,0.0400750671579655,0.0338798732280053,valid,valid
FB2316-baseline,sink,186,1044,1099,1080,1082,0.0853932985485475,0.0425301727025889,valid,valid
FB2316-baseline,sink,187,1068,1097,1078,1087,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,188,1072,1099,1085,1087,0.107217570070684,0.057709702199017,valid,valid
FB2316-baseline,sink,189,1075,1167,1103,1111,0.0744830947417762,0.0302320617204889,valid,valid
FB2316-baseline,sink,190,1081,1104,1088,1091,0.0418030843819971,0.0329616515474338,valid,valid
FB2316-baseline,sink,191,1098,1149,1123,1131,0.0571662921308561,0.0286807823446943,valid,valid
FB2316-baseline,sink,192,1099,1141,1120,1128,0.0551289299760648,0.0207323327289265,valid,valid
FB2316-baseline,sink,193,1122,1141,1125,1128,0.0489335522066643,0.048892067071885,valid,valid
FB2316-baseline,surge,1,214,223,214,223,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,2,311,320,311,320,0.0145742235174071,0.0145742235174071,valid,valid
FB2316-baseline,surge,3,429,438,429,438,0.0153221393881363,0.0153221393881363,valid,valid
FB2316-baseline,surge,4,359,379,359,379,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,5,486,500,486,500,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,6,513,523,513,523,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,7,1050,1068,1050,1068,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,8,314,324,314,324,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,9,1103,1119,1103,1119,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,10,64,79,64,79,0.0758653310472842,0.0758653310472842,valid,valid
FB2316-baseline,surge,11,1120,1141,1120,1141,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,12,367,377,367,377,0.0595772354040244,0.0595772354040244,valid,valid
FB2316-baseline,surge,13,382,395,382,395,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,14,1107,1118,1107,1118,0.0193632521711789,0.0193632521711789,valid,valid
FB2316-baseline,surge,15,105,114,105,114,0.044582888295836,0.044582888295836,valid,valid
FB2316-baseline,surge,16,125,144,125,144,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,17,1130,1141,1130,1141,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,18,368,378,368,378,0.0247590088111341,0.0247590088111341,valid,valid
FB2316-baseline,surge,19,104,125,104,125,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,20,122,143,122,143,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,21,168,187,168,187,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,22,194,206,194,206,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,23,185,195,185,195,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,24,235,245,235,245,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,25,208,217,208,217,0.0166858292590965,0.0166858292590965,valid,valid
FB2316-baseline,surge,26,848,861,848,861,-0.00127288407320874,-0.00127288407320874,valid,valid
FB2316-baseline,surge,27,988,997,988,997,0.00457394653613903,0.00457394653613903,valid,valid
FB2316-baseline,surge,28,186,198,186,198,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,29,242,253,242,253,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,30,925,934,925,934,0.00474293223076056,0.00474293223076056,valid,valid
FB2316-baseline,surge,31,163,172,163,172,0.0550867921099164,0.0550867921099164,valid,valid
FB2316-baseline,surge,32,847,866,847,866,0.00766347593263743,0.00766347593263743,valid,valid
FB2316-baseline,surge,33,895,918,895,918,0.00592184041383337,0.00592184041383337,valid,valid
FB2316-baseline,surge,34,916,933,916,933,0.00273962490440505,0.00273962490440505,valid,valid
FB2316-baseline,surge,35,950,961,950,961,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,36,274,288,274,288,0.0239843444794997,0.0239843444794997,valid,valid
FB2316-baseline,surge,37,291,317,291,317,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,38,985,994,985,994,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,39,904,917,904,917,0.00766786087174436,0.00766786087174436,valid,valid
FB2316-baseline,surge,40,926,940,926,940,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,41,169,179,169,179,0.0899037460531203,0.0899037460531203,valid,valid
FB2316-baseline,surge,42,182,202,182,202,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,43,445,464,445,464,0.027381643894367,0.027381643894367,valid,valid
FB2316-baseline,surge,44,391,403,391,403,0.090076442055886,0.090076442055886,valid,valid
FB2316-baseline,surge,45,418,438,418,438,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,46,445,467,445,467,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,47,208,226,208,226,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,48,841,850,841,850,-0.000764362741148262,-0.000764362741148262,valid,valid
FB2316-baseline,surge,49,857,868,857,868,0.00582774886515534,0.00582774886515534,valid,valid
FB2316-baseline,surge,50,916,943,916,943,0.0517182478671798,0.0517182478671798,valid,valid
FB2316-baseline,surge,51,946,955,946,955,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,52,844,861,844,861,-0.00341832126403307,-0.00341832126403307,valid,valid
FB2316-baseline,surge,53,967,982,967,982,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,54,274,295,274,295,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,55,337,347,337,347,0.0637517476822634,0.0637517476822634,valid,valid
FB2316-baseline,surge,56,285,294,285,294,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,surge,57,1051,1071,1051,1071,0.0216863014584223,0.0216863014584223,valid,valid
FB2316-baseline,surge,58,383,396,383,396,0.0256155220364783,0.0256155220364783,valid,valid
FB2316-baseline,surge,59,388,397,388,397,0.0110994975543737,0.0110994975543737,valid,valid
FB2316-baseline,surge,60,439,452,439,452,0.00832683445106682,0.00832683445106682,valid,valid
FB2316-baseline,surge,61,523,535,523,535,0.000297344674030189,0.000297344674030189,valid,valid
FB2316-baseline,surge,62,850,866,850,866,0.000385973167383314,0.000385973167383314,valid,valid
ID13-20200917,sink,1,1,17,1,12,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,2,66,96,79,89,0.126156773757518,0.11435273588624,valid,valid
ID13-20200917,sink,3,171,270,227,243,0.126770698487001,0.1116174811472,valid,valid
ID13-20200917,sink,4,280,302,292,301,NaN,0.0556496228755623,insufficient_clean_prebaseline,valid
ID13-20200917,sink,5,334,355,346,354,0.0706091070372561,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,6,419,465,420,441,0.178540811719769,0.175831725949035,valid,valid
ID13-20200917,sink,7,468,477,473,477,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,8,514,541,531,537,0.0748182281686533,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,9,553,561,557,559,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,10,646,674,647,665,0.10716894661161,0.107210137405519,valid,valid
ID13-20200917,sink,11,689,701,694,701,0.071799305114998,0.0645859075053746,valid,valid
ID13-20200917,sink,12,774,817,774,811,0.0492394727836245,0.0492394727836245,valid,valid
ID13-20200917,sink,13,852,863,853,862,0.0735960309771928,0.0759761621509915,valid,valid
ID13-20200917,sink,14,890,906,891,898,0.107227421355282,0.10340610562551,valid,valid
ID13-20200917,sink,15,943,954,951,953,0.0616235882665048,0.0112881426912607,valid,valid
ID13-20200917,sink,16,980,1002,983,992,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,17,1024,1039,1025,1030,0.106001637201821,0.106226264743678,valid,valid
ID13-20200917,sink,18,1059,1085,1059,1084,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,19,1152,1192,1164,1181,0.0742303054880677,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,20,74,104,80,87,0.121174326009786,0.0957399855233656,valid,valid
ID13-20200917,sink,21,413,441,431,433,0.195733182628967,0.135338345864662,valid,valid
ID13-20200917,sink,22,735,786,747,754,NaN,0.206762839295288,insufficient_clean_prebaseline,valid
ID13-20200917,sink,23,856,1058,997,1017,0.363072991753155,0.0226001017367922,valid,valid
ID13-20200917,sink,24,856,1058,1037,1044,0.383276634886335,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,25,7,11,8,10,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,26,84,93,86,92,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,27,170,223,188,193,0.0845430009482821,0.0432362219335682,valid,valid
ID13-20200917,sink,28,291,313,305,307,0.0994894826406554,0.109062980030722,valid,valid
ID13-20200917,sink,29,399,407,402,404,0.0781951934958599,0.0848848940658533,valid,valid
ID13-20200917,sink,30,522,653,527,540,0.0622203793020668,0.0644968159799707,valid,valid
ID13-20200917,sink,31,522,653,594,599,0.113117777421905,0.0485837553929843,valid,valid
ID13-20200917,sink,32,695,742,726,733,0.0722035818554186,0.0813544111555985,valid,valid
ID13-20200917,sink,33,766,793,776,785,0.0768856447688563,0.0370006425034958,valid,valid
ID13-20200917,sink,34,851,866,852,864,0.0970535630236279,0.0998582971255899,valid,valid
ID13-20200917,sink,35,1059,1108,1096,1106,0.142826414282641,0.0656006490762496,valid,valid
ID13-20200917,sink,36,1182,1195,1183,1195,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,37,16,22,17,19,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,38,1184,1195,1186,1190,0.10822910004908,0.103012895311612,valid,valid
ID13-20200917,sink,39,19,31,20,27,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,40,74,104,80,84,0.141885111486404,0.0751616980150175,valid,valid
ID13-20200917,sink,41,475,505,480,495,-0.00936494833622739,0.00347070973906417,valid,valid
ID13-20200917,sink,42,25,37,28,36,0.174218190498926,0.170773803816282,valid,valid
ID13-20200917,sink,43,57,70,60,66,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,44,72,129,87,92,NaN,0.178508344098495,insufficient_clean_prebaseline,valid
ID13-20200917,sink,45,72,129,112,115,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,46,199,368,309,313,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,47,199,368,343,356,NaN,0.078154282530517,insufficient_clean_prebaseline,valid
ID13-20200917,sink,48,399,464,415,452,0.202702352335483,0.194720755973379,valid,valid
ID13-20200917,sink,49,599,612,607,610,0.268279482599989,0.191907430318026,valid,valid
ID13-20200917,sink,50,631,683,656,658,0.066005963489714,0.0677857234616537,valid,valid
ID13-20200917,sink,51,631,683,678,681,0.0536307396854883,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,52,721,785,743,765,0.195973445780038,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,53,892,994,979,988,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,54,1032,1091,1054,1077,0.197014288969974,0.127499714614834,valid,valid
ID13-20200917,sink,55,1182,1196,1184,1196,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,56,16,37,29,34,NaN,0.154778216598157,insufficient_clean_prebaseline,valid
ID13-20200917,sink,57,37,73,62,65,NaN,0.13552625315371,insufficient_clean_prebaseline,valid
ID13-20200917,sink,58,434,455,442,444,0.0569377519913463,-0.00284007442953691,valid,valid
ID13-20200917,sink,59,740,755,743,747,0.284983236280219,0.205481397330304,valid,valid
ID13-20200917,sink,60,842,887,878,880,0.305836254897917,0.280246332805884,valid,valid
ID13-20200917,sink,61,1005,1050,1045,1047,0.0716168906945585,0.152462121212121,valid,valid
ID13-20200917,sink,62,1069,1113,1094,1100,0.0350557539537933,0.0613340613340615,valid,valid
ID13-20200917,sink,63,30,38,30,35,0.15909336378084,0.15909336378084,valid,valid
ID13-20200917,sink,64,40,135,76,99,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,65,268,337,285,289,NaN,0.0631866439411054,insufficient_clean_prebaseline,valid
ID13-20200917,sink,66,22,50,30,36,NaN,0.170419923168632,insufficient_clean_prebaseline,valid
ID13-20200917,sink,67,57,69,62,64,0.0885474653009721,0.0944620603200352,valid,valid
ID13-20200917,sink,68,321,360,354,358,0.044069138408761,0.0748308006640278,valid,valid
ID13-20200917,sink,69,431,440,434,436,0.0964066789127157,0.0304507740997348,valid,valid
ID13-20200917,sink,70,611,664,641,662,NaN,0.0212524723163555,insufficient_clean_prebaseline,valid
ID13-20200917,sink,71,727,753,743,748,0.185395319263408,0.107412262261025,valid,valid
ID13-20200917,sink,72,836,861,851,861,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,73,889,904,895,901,0.131220489826421,0.112585355021373,valid,valid
ID13-20200917,sink,74,936,952,940,949,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,75,967,995,975,983,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,76,999,1022,1013,1019,NaN,0.107063441421583,insufficient_clean_prebaseline,valid
ID13-20200917,sink,77,1089,1177,1133,1151,NaN,0.0657777333252616,insufficient_clean_prebaseline,valid
ID13-20200917,sink,78,29,38,31,35,0.148720503723811,0.147842088517795,valid,valid
ID13-20200917,sink,79,58,72,63,65,0.0627812781278129,0.0694297045187956,valid,valid
ID13-20200917,sink,80,72,98,86,92,NaN,0.141660254766179,insufficient_clean_prebaseline,valid
ID13-20200917,sink,81,256,315,308,310,NaN,0.0551904940247181,insufficient_clean_prebaseline,valid
ID13-20200917,sink,82,342,367,344,357,0.0905489168636973,0.0818691112808762,valid,valid
ID13-20200917,sink,83,418,571,438,443,0.19620745772306,0.00580294931258937,valid,valid
ID13-20200917,sink,84,623,668,635,642,0.123927015485485,0.100256499993355,valid,valid
ID13-20200917,sink,85,733,765,746,748,0.187230529309238,0.132991367446516,valid,valid
ID13-20200917,sink,86,769,775,772,774,0.0568852565349938,0.0618446946478691,valid,valid
ID13-20200917,sink,87,876,894,879,881,0.250195354123748,0.235228054921566,valid,valid
ID13-20200917,sink,88,901,1014,979,988,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,89,901,1014,1010,1012,NaN,0.0262792278814036,insufficient_clean_prebaseline,valid
ID13-20200917,sink,90,1033,1091,1059,1068,0.128023711635912,0.08170275001662,valid,valid
ID13-20200917,sink,91,1093,1108,1095,1099,0.020955144893517,0.0243556664492896,valid,valid
ID13-20200917,sink,92,1158,1163,1159,1163,0.121015610147652,0.116090166789868,valid,valid
ID13-20200917,sink,93,1158,1195,1192,1195,0.278683551983014,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,94,445,477,446,465,0.134238732272094,0.133210943826608,valid,valid
ID13-20200917,sink,95,560,596,561,563,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,96,601,653,621,631,NaN,0.131390215154724,insufficient_clean_prebaseline,valid
ID13-20200917,sink,97,696,780,749,754,0.270389766026925,0.249722902811807,valid,valid
ID13-20200917,sink,98,794,894,881,886,NaN,0.164739464259756,insufficient_clean_prebaseline,valid
ID13-20200917,sink,99,895,1039,997,1034,NaN,0.0218850577082146,insufficient_clean_prebaseline,valid
ID13-20200917,sink,100,1061,1068,1062,1064,0.0822629133643074,0.0813339534374747,valid,valid
ID13-20200917,sink,101,1183,1200,1196,1200,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,102,31,51,35,38,0.15526941592715,0.144963952751098,valid,valid
ID13-20200917,sink,103,401,474,461,464,0.206954486247711,0.0247846020952845,valid,valid
ID13-20200917,sink,104,874,892,880,882,0.252118426018045,0.239543726235741,valid,valid
ID13-20200917,sink,105,31,46,36,38,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,106,36,61,36,38,0.116767942190836,0.116767942190836,valid,valid
ID13-20200917,sink,107,271,336,312,334,0.147271111665393,0.0511035188628926,valid,valid
ID13-20200917,sink,108,429,466,453,465,0.160285073976909,0.0357698289269049,valid,valid
ID13-20200917,sink,109,34,70,37,43,0.135992088168966,0.126991937620652,valid,valid
ID13-20200917,sink,110,31,52,39,45,0.154814701534383,0.141172936069701,valid,valid
ID13-20200917,sink,111,167,203,182,191,0.13260893265981,0.0941797977957921,valid,valid
ID13-20200917,sink,112,330,344,339,341,0.0601654215581641,0.0524864664940655,valid,valid
ID13-20200917,sink,113,572,601,579,581,0.0548437542868115,0.0477769946238787,valid,valid
ID13-20200917,sink,114,1161,1184,1172,1176,0.118875244001878,0.110379323678729,valid,valid
ID13-20200917,sink,115,34,59,39,42,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,116,444,688,465,468,0.158569252586795,0.0496063330895323,valid,valid
ID13-20200917,sink,117,444,688,615,621,0.152888255510153,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,118,444,688,673,677,0.129659536096917,0.0492326195518607,valid,valid
ID13-20200917,sink,119,760,779,770,772,NaN,0.0101038062283736,insufficient_clean_prebaseline,valid
ID13-20200917,sink,120,867,907,887,891,0.140029411499355,0.0783510982648419,valid,valid
ID13-20200917,sink,121,972,1031,974,979,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,122,972,1031,1001,1003,NaN,0.0300485211660807,insufficient_clean_prebaseline,valid
ID13-20200917,sink,123,1083,1118,1085,1088,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,124,1152,1198,1196,1198,NaN,0.18538564067648,insufficient_clean_prebaseline,valid
ID13-20200917,sink,125,18,61,55,59,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,126,443,471,464,468,0.115443890899968,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,127,609,726,679,681,NaN,0.030421530852838,insufficient_clean_prebaseline,valid
ID13-20200917,sink,128,947,1012,989,991,NaN,0.117200857273581,insufficient_clean_prebaseline,valid
ID13-20200917,sink,129,155,172,156,158,0.0614996422249841,0.0600482800241399,valid,valid
ID13-20200917,sink,130,212,269,213,268,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,131,60,74,68,71,0.0813273897969293,0.0842845294047949,valid,valid
ID13-20200917,sink,132,241,266,260,264,0.0733876945885843,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,133,291,334,318,329,0.0999183189608437,0.0582077812065107,valid,valid
ID13-20200917,sink,134,339,367,351,356,NaN,0.0892739705404612,insufficient_clean_prebaseline,valid
ID13-20200917,sink,135,416,436,419,430,0.133699567068069,0.129481095862367,valid,valid
ID13-20200917,sink,136,470,534,527,531,0.0754320511171147,0.0887844043003658,valid,valid
ID13-20200917,sink,137,743,786,744,750,0.20624880481311,0.179058331615677,valid,valid
ID13-20200917,sink,138,850,871,852,855,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,139,972,1028,978,1004,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,140,1092,1111,1095,1097,0.0706088834885918,0.0734110426144776,valid,valid
ID13-20200917,sink,141,1150,1195,1193,1195,0.290387982674408,0.203722854188211,valid,valid
ID13-20200917,sink,142,50,62,57,59,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,143,359,388,363,387,0.0228525422679134,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,144,457,471,465,468,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,145,524,538,526,529,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,146,585,656,587,592,0.0770966528770214,0.0757062146892655,valid,valid
ID13-20200917,sink,147,721,744,733,744,0.10267808739022,0.0580258453138678,valid,valid
ID13-20200917,sink,148,798,807,805,807,0.0655093492248564,0.0691538935807179,valid,valid
ID13-20200917,sink,149,830,866,852,862,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
ID13-20200917,sink,150,887,918,890,898,0.108223789010015,0.102880314368128,valid,valid
ID13-20200917,sink,151,1064,1096,1090,1093,0.145817641430694,0.0275780943667494,valid,valid
ID13-20200917,sink,152,52,113,93,96,0.0805359823026984,0.127455354589239,valid,valid
ID13-20200917,sink,153,444,466,447,459,0.121122824072668,0.117738996515786,valid,valid
ID13-20200917,sink,154,476,488,481,487,NaN,0.0332542482976533,insufficient_clean_prebaseline,valid
ID13-20200917,sink,155,580,643,583,587,0.235520580025666,0.0806146667203026,valid,valid
ID13-20200917,sink,156,580,643,610,613,0.2485475324012,0.11791730474732,valid,valid
ID13-20200917,sink,157,643,707,663,669,0.041260138709298,0.0731414712875819,valid,valid
ID13-20200917,sink,158,72,247,125,127,0.0730651829527453,0.0380826674122381,valid,valid
ID13-20200917,sink,159,160,178,165,171,0.0855217639803866,0.0728598005428648,valid,valid
ID13-20200917,sink,160,703,759,706,743,0.16408974982044,0.10684430962271,valid,valid
ID13-20200917,sink,161,886,925,892,895,0.101348210134821,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,162,92,105,98,101,0.109660505964084,0.0939165790695318,valid,valid
ID13-20200917,sink,163,147,162,149,151,0.0578285544716052,0.043617298181683,valid,valid
ID13-20200917,sink,164,747,840,765,796,0.175481908181841,0.0191134697113162,valid,valid
ID13-20200917,sink,165,97,107,101,103,0.12599685055305,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,166,196,238,210,224,0.0664357220444468,0.0664174503606133,valid,valid
ID13-20200917,sink,167,91,127,104,123,0.0914441981699332,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,168,455,488,474,476,0.085530677819146,0.0324630620134515,valid,valid
ID13-20200917,sink,169,869,911,888,890,0.0966744937483691,0.0470680187175818,valid,valid
ID13-20200917,sink,170,98,190,120,126,0.098887546774561,0.000433747311209319,valid,valid
ID13-20200917,sink,171,98,190,146,164,0.0967691322027695,NaN,valid,insufficient_clean_prebaseline
ID13-20200917,sink,172,460,485,467,472,0.0376271816224604,0.025367451744289,valid,valid
ID13-20200917,sink,173,755,773,758,760,0.129578303593925,0.118349922275585,valid,valid
ID13-20200917,sink,174,885,912,888,890,0.104610752848037,0.090858447997326,valid,valid
ID13-20200917,sink,175,1108,1135,1115,1124,0.0962862816342053,0.0963893594460894,valid,valid
ID13-20200917,sink,176,103,126,117,119,0.0735065302465933,0.0587502694417167,valid,valid
ID13-20200917,sink,177,463,534,504,506,0.115798677523362,0.102655743113213,valid,valid
ID13-20200917,sink,178,435,470,454,456,0.10289775833789,0.0566850903921906,valid,valid
ID13-20200917,sink,179,126,158,139,147,0.0286391713982653,0.0403274525033596,valid,valid
